Laptop Name;Old Price;Discount Percentages;Current Prices;Rating;Number of Ratings;Link;Unit Available;Offer Type;Seller Name and Score;Door Delivery Info;Pickup Station Info;Return Policy Info
DELL G15 - 5520 - Gaming Laptop - Intel Core I7-12700H - 16GB RAM - 512GB SSD - 15.6 Inch FHD - Nvidia RTX 3050 4G - Win11 Home - Grey;EGP 42,000.00;0.02;EGP 41,300.00;0 out of 5;(No ratings available);https://www.jumia.com.eg/dell-g15-5520-gaming-laptop-intel-core-i7-12700h-16gb-ram-512gb-ssd-15.6-inch-fhd-nvidia-rtx-3050-4g-win11-home-grey-27708871.html;1 units left;Offer type: information not available;Seller Name: New Vision Marketplace, Score: 46%;Delivery Fees: EGP 52.44, Delivery Dates: 06 September, Ready Time: 07 September;Pickup Fees: EGP 52.44, Pickup Dates: 06 September, Ready Time: 07 September;Return Policy: Free return within the legal return period from 14 to 30 days, and if they meet the terms & conditions, with the need to report any apparent defect within 48 hours. For more details about return policy.Details, For more details: /return-policy-cp/
"Asus ProArt Studiobook 16 OLED H5600QM-OLED009W Amd Ryzen 9-5900HX 2TB SSD 32GB Ram Nvidia GeForce RTX 3060 6GB 16"" Inch 4K Win.11";EGP 76,800.00;0.09;EGP 69,999.00;0 out of 5;(No ratings available);https://www.jumia.com.eg/asus-proart-studiobook-16-oled-h5600qm-oled009w-amd-ryzen-9-5900hx-2tb-ssd-32gb-ram-nvidia-geforce-rtx-3060-6gb-16-inch-4k-win.11-45269098.html;4 units left;Offer type: information not available;Seller Name: Egypt-Laptop Marketplace, Score: 80%;Delivery Fees: EGP 52.44, Delivery Dates: 06 September, Ready Time: 07 September;Pickup Fees: EGP 52.44, Pickup Dates: 06 September, Ready Time: 07 September;Return Policy: Free return within the legal return period from 14 to 30 days, and if they meet the terms & conditions, with the need to report any apparent defect within 48 hours. For more details about return policy.Details, For more details: /return-policy-cp/
"Acer Aspire 5 A515-56G-78CJ Intel Core I7-1165G7 1TB SSD 12GB Ram Nvidia GeForce MX450 2GB 15.6'' - DOS ""No Windows""";EGP 30,100.00;0.18;EGP 24,699.00;0 out of 5;(No ratings available);https://www.jumia.com.eg/acer-aspire-5-a515-56g-78cj-intel-core-i7-1165g7-1tb-ssd-12gb-ram-nvidia-geforce-mx450-2gb-15.6-dos-no-windows-45124786.html;2 units left;Offer type: information not available;Seller Name: Egypt-Laptop Marketplace, Score: 80%;Delivery Fees: EGP 52.44, Delivery Dates: 06 September, Ready Time: 07 September;Pickup Fees: EGP 52.44, Pickup Dates: 06 September, Ready Time: 07 September;Return Policy: Free return within the legal return period from 14 to 30 days, and if they meet the terms & conditions, with the need to report any apparent defect within 48 hours. For more details about return policy.Details, For more details: /return-policy-cp/
"DELL Vostro 3510 Laptop - Intel Core I7-1165 G7 - 8GB RAM -  512 SSD- 15.6-inch HD - Nvidia GeForce MX350 2GB GPU - DOS ""No Windows"" - Carbon Black";Old price not available;0;EGP 24,105.00;0 out of 5;(No ratings available);https://www.jumia.com.eg/dell-vostro-3510-laptop-intel-core-i7-1165-g7-8gb-ram-512-ssd-15.6-inch-hd-nvidia-geforce-mx350-2gb-gpu-dos-no-windows-carbon-black-30863179.html;1 units left;Offer type: information not available;Seller Name: SB Technology, Score: 94%;Delivery Fees: EGP 52.44, Delivery Dates: 06 September, Ready Time: 07 September;Pickup Fees: EGP 52.44, Pickup Dates: 06 September, Ready Time: 07 September;Return Policy: Free return within the legal return period from 14 to 30 days, and if they meet the terms & conditions, with the need to report any apparent defect within 48 hours. For more details about return policy.Details, For more details: /return-policy-cp/
"Lenovo Legion 5 ( Core I7 11800H- 16G Ram- 512NVME -VGA Nvidia 6G RTX 3060 -15.6 FHD 165Hz + Gaming Mouse - Blue )- DOS ""No Windows""";Old price not available;0;EGP 60,740.00;0 out of 5;(No ratings available);https://www.jumia.com.eg/lenovo-legion-5-core-i7-11800h-16g-ram-512nvme-vga-nvidia-6g-rtx-3060-15.6-fhd-165hz-gaming-mouse-blue-dos-no-windows-31853346.html;1 units left;Offer type: information not available;Seller Name: Elite for trade Marketplace, Score: 50%;Delivery Fees: EGP 52.44, Delivery Dates: 06 September, Ready Time: 07 September;Pickup Fees: EGP 52.44, Pickup Dates: 06 September, Ready Time: 07 September;Return Policy: Free return within the legal return period from 14 to 30 days, and if they meet the terms & conditions, with the need to report any apparent defect within 48 hours. For more details about return policy.Details, For more details: /return-policy-cp/
DELL 6222035555759 Intel Core I3-1115G4 15.6 Inch FHD - 256GB 4GB RAM Laptop - Black - Ubuntu;Old price not available;0;EGP 13,499.00;0 out of 5;(No ratings available);https://www.jumia.com.eg/dell-6222035555759-intel-core-i3-1115g4-15.6-inch-fhd-256gb-4gb-ram-laptop-black-ubuntu-44756299.html;2 units left;Offer Type: Verified by JUMIA;Seller Name: B.TECH, Score: 46%;Delivery Fees: EGP 52.44, Delivery Dates: 06 September, Ready Time: 07 September;Pickup Fees: EGP 52.44, Pickup Dates: 06 September, Ready Time: 07 September;Return Policy: Free return within the legal return period from 14 to 30 days, and if they meet the terms & conditions, with the need to report any apparent defect within 48 hours. For more details about return policy.Details, For more details: /return-policy-cp/
DELL Optiplex 7090 – Core I7 11700 – 4G Ram – HDD 1TB – Intel Integrated Graphics – Ubuntu – Black -3 Year Warranty;Old price not available;0;EGP 33,700.00;0 out of 5;(No ratings available);https://www.jumia.com.eg/dell-optiplex-7090-core-i7-11700-4g-ram-hdd-1tb-intel-integrated-graphics-ubuntu-black-3-year-warranty-27708866.html;1 units left;Offer type: information not available;Seller Name: Elite for trade Marketplace, Score: 50%;Delivery Fees: EGP 52.44, Delivery Dates: 06 September, Ready Time: 07 September;Pickup Fees: EGP 52.44, Pickup Dates: 06 September, Ready Time: 07 September;Return Policy: Free return within the legal return period from 14 to 30 days, and if they meet the terms & conditions, with the need to report any apparent defect within 48 hours. For more details about return policy.Details, For more details: /return-policy-cp/
"Lenovo Ideapad Gaming 3 (AMD Ryzen 7 5800H-8G Ram - 512 GB NVME - VGA Nvidia 6G RTX 3060, 15.6FHD 120Hz -Black)- DOS ""No Windows""";Old price not available;0;EGP 46,800.00;0 out of 5;(No ratings available);https://www.jumia.com.eg/lenovo-ideapad-gaming-3-amd-ryzen-7-5800h-8g-ram-512-gb-nvme-vga-nvidia-6g-rtx-3060-15.6fhd-120hz-black-dos-no-windows-37862102.html;4 units left;Offer type: information not available;Seller Name: Elite for trade Marketplace, Score: 50%;Delivery Fees: EGP 52.44, Delivery Dates: 06 September, Ready Time: 07 September;Pickup Fees: EGP 52.44, Pickup Dates: 06 September, Ready Time: 07 September;Return Policy: Free return within the legal return period from 14 to 30 days, and if they meet the terms & conditions, with the need to report any apparent defect within 48 hours. For more details about return policy.Details, For more details: /return-policy-cp/
"Lenovo Legion 5 ( Core I7 11800H -16G Ram - 1TB NVME- VGA Nvidia 6G RTX 3060- 15.6 FHD 165Hz- Blue )- DOS ""No Windows""";Old price not available;0;EGP 60,400.00;0 out of 5;(No ratings available);https://www.jumia.com.eg/lenovo-legion-5-core-i7-11800h-16g-ram-1tb-nvme-vga-nvidia-6g-rtx-3060-15.6-fhd-165hz-blue-dos-no-windows-31853352.html;2 units left;Offer type: information not available;Seller Name: Elite for trade Marketplace, Score: 50%;Delivery Fees: EGP 52.44, Delivery Dates: 06 September, Ready Time: 07 September;Pickup Fees: EGP 52.44, Pickup Dates: 06 September, Ready Time: 07 September;Return Policy: Free return within the legal return period from 14 to 30 days, and if they meet the terms & conditions, with the need to report any apparent defect within 48 hours. For more details about return policy.Details, For more details: /return-policy-cp/
DELL Alienware M15 R3 Gaming Laptop - Intel Core I7-10875H - 32GB RAM - 1TB SSD - RTX2080 8GB GPU - 15.6 Inch FHD Display - Windows 10;EGP 80,000.00;0.06;EGP 75,000.00;0 out of 5;(No ratings available);https://www.jumia.com.eg/dell-alienware-m15-r3-gaming-laptop-intel-core-i7-10875h-32gb-ram-1tb-ssd-rtx2080-8gb-gpu-15.6-inch-fhd-display-windows-10-31028999.html;2 units left;Offer type: information not available;Seller Name: New Vision Marketplace, Score: 46%;Delivery Fees: EGP 52.44, Delivery Dates: 06 September, Ready Time: 07 September;Pickup Fees: EGP 52.44, Pickup Dates: 06 September, Ready Time: 07 September;Return Policy: Free return within the legal return period from 14 to 30 days, and if they meet the terms & conditions, with the need to report any apparent defect within 48 hours. For more details about return policy.Details, For more details: /return-policy-cp/
Lenovo IdeaPad Flex 5 14IAU7 - Intel® Core™ I5-1235U - 8GB - 512GB SSD - Intel Iris Xe Graphics;Old price not available;0;EGP 28,999.00;No ratings available;No ratings available;https://www.jumia.com.eg/lenovo-ideapad-flex-5-14iau7-intelr-coretm-i5-1235u-8gb-512gb-ssd-intel-iris-xe-graphics-38392510.html;4 units left;Offer type: information not available;Seller information not available;Door delivery information not available;Pickup station information not available;Return policy information not available
"Asus Vivobook 14 Flip (11th Intel Core I7-1165G7 - Ram 8GB -Hard 512 SSD -GPU Intel Iris Xᵉ Shared - Display 14.0"" FHD Touch Flip -OS Win 11 - Indie Black)";EGP 30,999.00;0.03;EGP 29,999.00;0 out of 5;(No ratings available);https://www.jumia.com.eg/asus-vivobook-14-flip-11th-intel-core-i7-1165g7-ram-8gb-hard-512-ssd-gpu-intel-iris-x-shared-display-14.0-fhd-touch-flip-os-win-11-indie-black-47570778.html;5 units left;Offer type: information not available;Seller Name: Brothers Computer Marketplace, Score: 100%;Delivery Fees: EGP 52.44, Delivery Dates: 06 September, Ready Time: 07 September;Pickup Fees: EGP 52.44, Pickup Dates: 06 September, Ready Time: 07 September;Return Policy: Free return within the legal return period from 14 to 30 days, and if they meet the terms & conditions, with the need to report any apparent defect within 48 hours. For more details about return policy.Details, For more details: /return-policy-cp/
DELL G15 - 5520 - Gaming Laptop - Intel Core I7-12700H - 16GB RAM - 512GB SSD - 15.6 Inch FHD - Nvidia RTX 3060 6G - Win11 Home - Grey;EGP 55,000.00;0.09;EGP 50,300.00;0 out of 5;(No ratings available);https://www.jumia.com.eg/dell-g15-5520-gaming-laptop-intel-core-i7-12700h-16gb-ram-512gb-ssd-15.6-inch-fhd-nvidia-rtx-3060-6g-win11-home-grey-32654678.html;2 units left;Offer type: information not available;Seller Name: New Vision Marketplace, Score: 46%;Delivery Fees: EGP 52.44, Delivery Dates: 06 September, Ready Time: 07 September;Pickup Fees: EGP 52.44, Pickup Dates: 06 September, Ready Time: 07 September;Return Policy: Free return within the legal return period from 14 to 30 days, and if they meet the terms & conditions, with the need to report any apparent defect within 48 hours. For more details about return policy.Details, For more details: /return-policy-cp/
"DELL G15 5520 Gaming Laptop - Intel Core I7-12th - 16GB - 512GB SSD - NVIDIA RTX 3050 4GB - 15.6-Inch FHD 120Hz - DOS ""No Windows"" - Dark Shadow Grey - English/Arabic Keyboard";EGP 53,999.00;0.2;EGP 42,999.00;0 out of 5;(No ratings available);https://www.jumia.com.eg/dell-g15-5520-gaming-laptop-intel-core-i7-12th-16gb-512gb-ssd-nvidia-rtx-3050-4gb-15.6-inch-fhd-120hz-dos-no-windows-dark-shadow-grey-englisharabic-keyboard-31028946.html;2 units left;Offer type: information not available;Seller Name: goodbox, Score: 60%;Delivery Fees: EGP 52.44, Delivery Dates: 06 September, Ready Time: 07 September;Pickup Fees: EGP 52.44, Pickup Dates: 06 September, Ready Time: 07 September;Return Policy: Free return within the legal return period from 14 to 30 days, and if they meet the terms & conditions, with the need to report any apparent defect within 48 hours. For more details about return policy.Details, For more details: /return-policy-cp/
Lenovo IdeaPad 1 15IAU7, Intel Core I3-1215U, 4GB RAM, 256GB SSD,Integrated Graphics,15.6 HD -Grey;EGP 18,999.00;0.16;EGP 15,999.00;0 out of 5;(No ratings available);https://www.jumia.com.eg/lenovo-ideapad-1-15iau7-intel-core-i3-1215u-4gb-ram-256gb-ssdintegrated-graphics15.6-hd-grey-47496639.html;1 units left;Offer type: information not available;Seller Name: MoreShopping, Score: 74%;Delivery Fees: EGP 52.44, Delivery Dates: 06 September, Ready Time: 07 September;Pickup Fees: EGP 52.44, Pickup Dates: 06 September, Ready Time: 07 September;Return Policy: Free return within the legal return period from 14 to 30 days, and if they meet the terms & conditions, with the need to report any apparent defect within 48 hours. For more details about return policy.Details, For more details: /return-policy-cp/
DELL XPS 131253-SLR I7-8565U,16GB,2TB SSD, Intel HD 620 UHD;Old price not available;0;EGP 49,000.00;0 out of 5;(No ratings available);https://www.jumia.com.eg/dell-xps-131253-slr-i7-8565u16gb2tb-ssd-intel-hd-620-uhd-45595070.html;1 units left;Offer type: information not available;Seller Name: GRD international Marketplace, Score: 100%;Delivery Fees: EGP 52.44, Delivery Dates: 06 September, Ready Time: 07 September;Pickup Fees: EGP 52.44, Pickup Dates: 06 September, Ready Time: 07 September;Return Policy: Free return within the legal return period from 14 to 30 days, and if they meet the terms & conditions, with the need to report any apparent defect within 48 hours. For more details about return policy.Details, For more details: /return-policy-cp/
"HP Victus 15-fb0035ne - AMD Ryzen™ 5-5600H - 16GB - 1TB SSD - NVIDIA® GeForce GTX 1650 4GB - 15.6"" FHD - Win11 - Mica Silver";EGP 33,371.00;0.07;EGP 30,899.00;0 out of 5;(No ratings available);https://www.jumia.com.eg/hp-victus-15-fb0035ne-amd-ryzentm-5-5600h-16gb-1tb-ssd-nvidiar-geforce-gtx-1650-4gb-15.6-fhd-win11-mica-silver-45486271.html;5 units left;Offer type: information not available;Seller Name: 2B Stores Marketplace, Score: 86%;Delivery Fees: EGP 52.44, Delivery Dates: 06 September, Ready Time: 07 September;Pickup Fees: EGP 52.44, Pickup Dates: 06 September, Ready Time: 07 September;Return Policy: Free return within the legal return period from 14 to 30 days, and if they meet the terms & conditions, with the need to report any apparent defect within 48 hours. For more details about return policy.Details, For more details: /return-policy-cp/
Apple MacBook Pro13.3 M2 8C CPU 10C GPU 8GB 256GB SpaceGray Arabic Keyboard;Old price not available;0;EGP 63,900.00;0 out of 5;(No ratings available);https://www.jumia.com.eg/apple-macbook-pro13.3-m2-8c-cpu-10c-gpu-8gb-256gb-spacegray-arabic-keyboard-38729425.html;1 units left;Offer type: information not available;Seller Name: Techmart Marketplace, Score: 100%;Delivery Fees: EGP 52.44, Delivery Dates: 06 September, Ready Time: 07 September;Pickup Fees: EGP 52.44, Pickup Dates: 06 September, Ready Time: 07 September;Return Policy: Free return within the legal return period from 14 to 30 days, and if they meet the terms & conditions, with the need to report any apparent defect within 48 hours. For more details about return policy.Details, For more details: /return-policy-cp/
Lenovo IdeaPad Flex 5 14ALC05, Ryzen7-5700U,8GB RAM,512GB SSD,IntegratedGraphics, 14” FHD TS -Blue;EGP 37,999.00;0.21;EGP 29,899.00;0 out of 5;(No ratings available);https://www.jumia.com.eg/lenovo-ideapad-flex-5-14alc05-ryzen7-5700u8gb-ram512gb-ssdintegratedgraphics-14-fhd-ts-blue-47496642.html;5 units left;Offer type: information not available;Seller Name: MoreShopping, Score: 74%;Delivery Fees: EGP 52.44, Delivery Dates: 06 September, Ready Time: 07 September;Pickup Fees: EGP 52.44, Pickup Dates: 06 September, Ready Time: 07 September;Return Policy: Free return within the legal return period from 14 to 30 days, and if they meet the terms & conditions, with the need to report any apparent defect within 48 hours. For more details about return policy.Details, For more details: /return-policy-cp/
"HP ProBook 450 G9 ( Core I7-1255U- 8 GB Ram -512 GB NVMe- VGA NVIDIA 2G MX570- Fingerprint - Silver )- DOS ""No Windows""";Old price not available;0;EGP 39,400.00;0 out of 5;(No ratings available);https://www.jumia.com.eg/hp-probook-450-g9-core-i7-1255u-8-gb-ram-512-gb-nvme-vga-nvidia-2g-mx570-fingerprint-silver-dos-no-windows-39073252.html;3 units left;Offer type: information not available;Seller Name: Elite for trade Marketplace, Score: 50%;Delivery Fees: EGP 52.44, Delivery Dates: 06 September, Ready Time: 07 September;Pickup Fees: EGP 52.44, Pickup Dates: 06 September, Ready Time: 07 September;Return Policy: Free return within the legal return period from 14 to 30 days, and if they meet the terms & conditions, with the need to report any apparent defect within 48 hours. For more details about return policy.Details, For more details: /return-policy-cp/
Lenovo IdeaPad 3-15IML05 Laptop - Intel Core I3 - 4GB RAM - 1TB HDD - 15.6-inch FHD - 2GB GPU - Windows 11- Abyss Blue;EGP 17,000.00;0.15;EGP 14,445.00;0 out of 5;(No ratings available);https://www.jumia.com.eg/ideapad-3-15iml05-laptop-intel-core-i3-4gb-ram-1tb-hdd-15.6-inch-fhd-2gb-gpu-windows-11-abyss-blue-lenovo-mpg892104.html;3 units left;Offer type: information not available;Seller Name: New Vision Marketplace, Score: 46%;Delivery Fees: EGP 52.44, Delivery Dates: 06 September, Ready Time: 07 September;Pickup Fees: EGP 52.44, Pickup Dates: 06 September, Ready Time: 07 September;Return Policy: Free return within the legal return period from 14 to 30 days, and if they meet the terms & conditions, with the need to report any apparent defect within 48 hours. For more details about return policy.Details, For more details: /return-policy-cp/
Asus ProArt Studiobook 16 OLED (H5600QM-OLED009W)-Ryzen™ 9 5900HX-32GB DDR4 -(1TB + 1TB) SSD -RTX™ 3060-6GB- Win11;EGP 73,799.00;0.08;EGP 67,950.00;0 out of 5;(No ratings available);https://www.jumia.com.eg/asus-proart-studiobook-16-oled-h5600qm-oled009w-ryzentm-9-5900hx-32gb-ddr4-1tb-1tb-ssd-rtxtm-3060-6gb-win11-45950176.html;2 units left;Offer type: information not available;Seller Name: Arab business Marketplace, Score: 94%;Delivery Fees: EGP 52.44, Delivery Dates: 06 September, Ready Time: 07 September;Pickup Fees: EGP 52.44, Pickup Dates: 06 September, Ready Time: 07 September;Return Policy: Free return within the legal return period from 14 to 30 days, and if they meet the terms & conditions, with the need to report any apparent defect within 48 hours. For more details about return policy.Details, For more details: /return-policy-cp/
Lenovo IdeaPad 3 15ITL6, Intel Core I3-1115G4, 4GB RAM, 256GB SSD, Integrated Graphics, 15.6 FHD - Abyss Blue;EGP 15,999.00;0.16;EGP 13,399.00;0 out of 5;(No ratings available);https://www.jumia.com.eg/lenovo-ideapad-3-15itl6-intel-core-i3-1115g4-4gb-ram-256gb-ssd-integrated-graphics-15.6-fhd-abyss-blue-47452497.html;1 units left;Offer type: information not available;Seller Name: MoreShopping, Score: 74%;Delivery Fees: EGP 52.44, Delivery Dates: 06 September, Ready Time: 07 September;Pickup Fees: EGP 52.44, Pickup Dates: 06 September, Ready Time: 07 September;Return Policy: Free return within the legal return period from 14 to 30 days, and if they meet the terms & conditions, with the need to report any apparent defect within 48 hours. For more details about return policy.Details, For more details: /return-policy-cp/
Asus Flow X16 -GV601RE-GRY57W-AMD Ryzen7 6800HS-16GB -512 SSD- GeForce RTX 3050 Ti-16 INCH-165HZ-WIN 11;EGP 61,000.00;0.2;EGP 48,888.00;0 out of 5;(No ratings available);https://www.jumia.com.eg/asus-flow-x16-gv601re-gry57w-amd-ryzen7-6800hs-16gb-512-ssd-geforce-rtx-3050-ti-16-inch-165hz-win-11-41172102.html;2 units left;Offer type: information not available;Seller Name: Egypt-Laptop Marketplace, Score: 80%;Delivery Fees: EGP 52.44, Delivery Dates: 06 September, Ready Time: 07 September;Pickup Fees: EGP 52.44, Pickup Dates: 06 September, Ready Time: 07 September;Return Policy: Free return within the legal return period from 14 to 30 days, and if they meet the terms & conditions, with the need to report any apparent defect within 48 hours. For more details about return policy.Details, For more details: /return-policy-cp/
Asus Vivobook 15 X1502ZA-EJ007W-15.6 Inch FHD- Intel Core I7-1255U- 512GB SSD -8GB Ram- Intel- Win11;EGP 29,777.00;0.12;EGP 26,200.00;0 out of 5;(No ratings available);https://www.jumia.com.eg/asus-vivobook-15-x1502za-ej007w-15.6-inch-fhd-intel-core-i7-1255u-512gb-ssd-8gb-ram-intel-win11-46308118.html;4 units left;Offer type: information not available;Seller Name: Arab business Marketplace, Score: 94%;Delivery Fees: EGP 52.44, Delivery Dates: 06 September, Ready Time: 07 September;Pickup Fees: EGP 52.44, Pickup Dates: 06 September, Ready Time: 07 September;Return Policy: Free return within the legal return period from 14 to 30 days, and if they meet the terms & conditions, with the need to report any apparent defect within 48 hours. For more details about return policy.Details, For more details: /return-policy-cp/
DELL 5520 G15 – Core I7 12700H – 16G Ram – 512 NVME – VGA Nvidia 6G RTX 3060 – 15.6 FHD 120Hz – Ubuntu – Grey;Old price not available;0;EGP 55,950.00;0 out of 5;(No ratings available);https://www.jumia.com.eg/dell-5520-g15-core-i7-12700h-16g-ram-512-nvme-vga-nvidia-6g-rtx-3060-15.6-fhd-120hz-ubuntu-grey-27092387.html;1 units left;Offer type: information not available;Seller Name: Elite for trade Marketplace, Score: 50%;Delivery Fees: EGP 52.44, Delivery Dates: 06 September, Ready Time: 07 September;Pickup Fees: EGP 52.44, Pickup Dates: 06 September, Ready Time: 07 September;Return Policy: Free return within the legal return period from 14 to 30 days, and if they meet the terms & conditions, with the need to report any apparent defect within 48 hours. For more details about return policy.Details, For more details: /return-policy-cp/
DELL Vostro 3510, I5-1135G7, 256 SSD, 4GB RM, MX350 Ubuntu,;EGP 21,990.00;0.07;EGP 20,490.00;0 out of 5;(No ratings available);https://www.jumia.com.eg/dell-vostro-3510-i5-1135g7-256-ssd-4gb-rm-mx350-ubuntu-45486311.html;1 units left;Offer type: information not available;Seller Name: GRD international Marketplace, Score: 100%;Delivery Fees: EGP 52.44, Delivery Dates: 06 September, Ready Time: 07 September;Pickup Fees: EGP 52.44, Pickup Dates: 06 September, Ready Time: 07 September;Return Policy: Free return within the legal return period from 14 to 30 days, and if they meet the terms & conditions, with the need to report any apparent defect within 48 hours. For more details about return policy.Details, For more details: /return-policy-cp/
"Acer Aspire 5 A515-45G-R1KS AMD Ryzen 7-5700U 512GB SSD 8GB Ram AMD Radeon RX640 2GB 15.6'' Inch - DOS ""No Windows""";EGP 23,680.00;0.13;EGP 20,499.00;0 out of 5;(No ratings available);https://www.jumia.com.eg/acer-aspire-5-a515-45g-r1ks-amd-ryzen-7-5700u-512gb-ssd-8gb-ram-amd-radeon-rx640-2gb-15.6-inch-dos-no-windows-45124785.html;1 units left;Offer type: information not available;Seller Name: Egypt-Laptop Marketplace, Score: 80%;Delivery Fees: EGP 52.44, Delivery Dates: 06 September, Ready Time: 07 September;Pickup Fees: EGP 52.44, Pickup Dates: 06 September, Ready Time: 07 September;Return Policy: Free return within the legal return period from 14 to 30 days, and if they meet the terms & conditions, with the need to report any apparent defect within 48 hours. For more details about return policy.Details, For more details: /return-policy-cp/
"Lenovo Ideapad Gaming 3 ( Core I7-12650H- 16G Ram - 512NVME- VGA Nvidia 4G RTX 3050 - 15.6 FHD 120Hz - Grey )- DOS ""No Windows""";Old price not available;0;EGP 45,500.00;0 out of 5;(No ratings available);https://www.jumia.com.eg/lenovo-ideapad-gaming-3-core-i7-12650h-16g-ram-512nvme-vga-nvidia-4g-rtx-3050-15.6-fhd-120hz-grey-dos-no-windows-37364327.html;4 units left;Offer type: information not available;Seller Name: Elite for trade Marketplace, Score: 50%;Delivery Fees: EGP 52.44, Delivery Dates: 06 September, Ready Time: 07 September;Pickup Fees: EGP 52.44, Pickup Dates: 06 September, Ready Time: 07 September;Return Policy: Free return within the legal return period from 14 to 30 days, and if they meet the terms & conditions, with the need to report any apparent defect within 48 hours. For more details about return policy.Details, For more details: /return-policy-cp/
Lenovo IdeaPad Gaming 3 15ACH6 Gaming Laptop - AMD Ryzen 7 5800H -16GB RAM - 512 SSD - Rtx 3060 6GB - 15.6 FHD - WINDOWS 11 - Shadow Black;EGP 50,000.00;0.19;EGP 40,599.00;0 out of 5;(No ratings available);https://www.jumia.com.eg/lenovo-ideapad-gaming-3-15ach6-gaming-laptop-amd-ryzen-7-5800h-16gb-ram-512-ssd-rtx-3060-6gb-15.6-fhd-windows-11-shadow-black-30980385.html;1 units left;Offer type: information not available;Seller Name: flash TECH, Score: 100%;Delivery Fees: EGP 52.44, Delivery Dates: 06 September, Ready Time: 07 September;Pickup Fees: EGP 52.44, Pickup Dates: 06 September, Ready Time: 07 September;Return Policy: Free return within the legal return period from 14 to 30 days, and if they meet the terms & conditions, with the need to report any apparent defect within 48 hours. For more details about return policy.Details, For more details: /return-policy-cp/
Apple MacBook Air 13.6 M2 8C CPU 10C GPU  8GB  512GB Midnight Arabic Keyboard;Old price not available;0;EGP 72,900.00;0 out of 5;(No ratings available);https://www.jumia.com.eg/apple-macbook-air-13.6-m2-8c-cpu-10c-gpu-8gb-512gb-midnight-arabic-keyboard-38798281.html;2 units left;Offer type: information not available;Seller Name: Techmart Marketplace, Score: 100%;Delivery Fees: EGP 52.44, Delivery Dates: 06 September, Ready Time: 07 September;Pickup Fees: EGP 52.44, Pickup Dates: 06 September, Ready Time: 07 September;Return Policy: Free return within the legal return period from 14 to 30 days, and if they meet the terms & conditions, with the need to report any apparent defect within 48 hours. For more details about return policy.Details, For more details: /return-policy-cp/
Asus Vivobook 15 X1502ZA-EJ007W Intel Core I7-1255U 512GB SSD 8GB Ram Intel UHD Graphics 15.6 Win11;EGP 29,850.00;0.13;EGP 25,999.00;0 out of 5;(No ratings available);https://www.jumia.com.eg/asus-vivobook-15-x1502za-ej007w-intel-core-i7-1255u-512gb-ssd-8gb-ram-intel-uhd-graphics-15.6-win11-45321053.html;2 units left;Offer type: information not available;Seller Name: Egypt-Laptop Marketplace, Score: 80%;Delivery Fees: EGP 52.44, Delivery Dates: 06 September, Ready Time: 07 September;Pickup Fees: EGP 52.44, Pickup Dates: 06 September, Ready Time: 07 September;Return Policy: Free return within the legal return period from 14 to 30 days, and if they meet the terms & conditions, with the need to report any apparent defect within 48 hours. For more details about return policy.Details, For more details: /return-policy-cp/
HP Pavilion 15-eg0055ne-Core I5-1135G7-8GB-1TB SSD-MX350 Win 10;EGP 27,990.00;0.02;EGP 27,499.00;0 out of 5;(No ratings available);https://www.jumia.com.eg/hp-pavilion-15-eg0055ne-core-i5-1135g7-8gb-1tb-ssd-mx350-win-10-44782946.html;3 units left;Offer type: information not available;Seller Name: GRD international Marketplace, Score: 100%;Delivery Fees: EGP 52.44, Delivery Dates: 06 September, Ready Time: 07 September;Pickup Fees: EGP 52.44, Pickup Dates: 06 September, Ready Time: 07 September;Return Policy: Free return within the legal return period from 14 to 30 days, and if they meet the terms & conditions, with the need to report any apparent defect within 48 hours. For more details about return policy.Details, For more details: /return-policy-cp/
HP 15-dw3377ne Core I5-1135G7-8GB 512GB SSD-MX450 2GB Black;Old price not available;0;EGP 22,990.00;0 out of 5;(No ratings available);https://www.jumia.com.eg/hp-15-dw3377ne-core-i5-1135g7-8gb-512gb-ssd-mx450-2gb-black-45461191.html;2 units left;Offer type: information not available;Seller Name: GRD international Marketplace, Score: 100%;Delivery Fees: EGP 52.44, Delivery Dates: 06 September, Ready Time: 07 September;Pickup Fees: EGP 52.44, Pickup Dates: 06 September, Ready Time: 07 September;Return Policy: Free return within the legal return period from 14 to 30 days, and if they meet the terms & conditions, with the need to report any apparent defect within 48 hours. For more details about return policy.Details, For more details: /return-policy-cp/
DELL Vostro 3500 Laptop - 11th Intel Core I5-1135G7 - 8GB RAM - 1TB HDD - Nvidia GeForce MX330 GPU - 15.6 Inch FHD - Ubuntu - Black;Old price not available;0;EGP 40,000.00;2.8 out of 5;(4 verified ratings);https://www.jumia.com.eg/vostro-3500-laptop-11th-intel-core-i5-1135g7-8gb-ram-1tb-hdd-nvidia-geforce-mx330-gpu-15.6-inch-fhd-ubuntu-black-dell-mpg854580.html;1 units left;Offer type: information not available;Seller Name: flash TECH, Score: 100%;Delivery Fees: EGP 52.44, Delivery Dates: 06 September, Ready Time: 07 September;Pickup Fees: EGP 52.44, Pickup Dates: 06 September, Ready Time: 07 September;Return Policy: Free return within the legal return period from 14 to 30 days, and if they meet the terms & conditions, with the need to report any apparent defect within 48 hours. For more details about return policy.Details, For more details: /return-policy-cp/
