Laptop Name;Old Price;Discount Percentages;Current Prices;Rating;Number of Ratings;Link;Unit Available;Offer Type;Seller Name and Score;Door Delivery Info;Pickup Station Info;Return Policy Info
915 Generation Adjustable Holder Stand for Nintendo Switch Game Chassis;EGP 1,197.60;0.47;EGP 630.40;0 out of 5;(No ratings available);https://www.jumia.com.eg/915-generation-adjustable-holder-stand-for-nintendo-switch-game-chassis-41752831.html;1 units left;Offer type: information not available;Seller Name: JG-spring rain, Score: 74%;Delivery Fees: EGP 285.69, Delivery Dates: 24 September, Ready Time: 10hrs 39mins;Pickup Fees: EGP 285.69, Pickup Dates: 24 September, Ready Time: 10hrs 39mins;Return Policy: Free return within the legal return period from 14 to 30 days, and if they meet the terms & conditions, with the need to report any apparent defect within 48 hours. For more details about return policy.Details, For more details: /return-policy-cp/
Licheers Cell Phone Stand, Angle Height Adjustable Foldable;EGP 960.80;0.35;EGP 620.00;0 out of 5;(No ratings available);https://www.jumia.com.eg/generic-licheers-cell-phone-stand-angle-height-adjustable-foldable-36412618.html;4 units left;Offer type: information not available;Seller Name: JG-LCfang, Score: 60%;Delivery Fees: EGP 281.84, Delivery Dates: 24 September, Ready Time: 10hrs 39mins;Pickup Fees: EGP 281.84, Pickup Dates: 24 September, Ready Time: 10hrs 39mins;Return Policy: Free return within the legal return period from 14 to 30 days, and if they meet the terms & conditions, with the need to report any apparent defect within 48 hours. For more details about return policy.Details, For more details: /return-policy-cp/
915 Generation 20V 2.25A 45W Type-C AC Laptop Charger Adapter for Lenovo;EGP 1,038.00;0.47;EGP 546.40;0 out of 5;(No ratings available);https://www.jumia.com.eg/915-generation-20v-2.25a-45w-type-c-ac-laptop-charger-adapter-for-lenovo-42237341.html;1 units left;Offer type: information not available;Seller Name: JG-spring rain, Score: 74%;Delivery Fees: EGP 254.61, Delivery Dates: 24 September, Ready Time: 10hrs 39mins;Pickup Fees: EGP 254.61, Pickup Dates: 24 September, Ready Time: 10hrs 39mins;Return Policy: Free return within the legal return period from 14 to 30 days, and if they meet the terms & conditions, with the need to report any apparent defect within 48 hours. For more details about return policy.Details, For more details: /return-policy-cp/
915 Generation New For IBM Lenovo G570 G570A G575 LCD Hinge Set;EGP 281.28;0.44;EGP 156.16;0 out of 5;(No ratings available);https://www.jumia.com.eg/915-generation-new-for-ibm-lenovo-g570-g570a-g575-lcd-hinge-set-44318576.html;1 units left;Offer type: information not available;Seller Name: JG-Glittering, Score: 60%;Delivery Fees: EGP 110.22, Delivery Dates: 24 September, Ready Time: 10hrs 39mins;Pickup Fees: EGP 110.22, Pickup Dates: 24 September, Ready Time: 10hrs 39mins;Return Policy: Free return within the legal return period from 14 to 30 days, and if they meet the terms & conditions, with the need to report any apparent defect within 48 hours. For more details about return policy.Details, For more details: /return-policy-cp/
ITX Computer Case M06 Mini Desktop Case HTPC Case;EGP 2,200.00;0.42;EGP 1,271.68;0 out of 5;(No ratings available);https://www.jumia.com.eg/generic-itx-computer-case-m06-mini-desktop-case-htpc-case-33983549.html;1 units left;Offer type: information not available;Seller Name: JG-PandaHo, Score: 60%;Delivery Fees: EGP 522.96, Delivery Dates: 24 September, Ready Time: 10hrs 39mins;Pickup Fees: EGP 522.96, Pickup Dates: 24 September, Ready Time: 10hrs 39mins;Return Policy: Free return within the legal return period from 14 to 30 days, and if they meet the terms & conditions, with the need to report any apparent defect within 48 hours. For more details about return policy.Details, For more details: /return-policy-cp/
USB 2.0+ 3.0 Port Chassis PC Computer Case Audio Front Panel Replace Cable 70cm;EGP 345.00;0.47;EGP 182.00;0 out of 5;(No ratings available);https://www.jumia.com.eg/generic-usb-2.0-3.0-port-chassis-pc-computer-case-audio-front-panel-replace-cable-70cm-38424444.html;1 units left;Offer type: information not available;Seller Name: JG-rebmaid, Score: 80%;Delivery Fees: EGP 119.78, Delivery Dates: 24 September, Ready Time: 10hrs 39mins;Pickup Fees: EGP 119.78, Pickup Dates: 24 September, Ready Time: 10hrs 39mins;Return Policy: Free return within the legal return period from 14 to 30 days, and if they meet the terms & conditions, with the need to report any apparent defect within 48 hours. For more details about return policy.Details, For more details: /return-policy-cp/
PVC ID Card Tray Plastic Card Printing Tray For Epson Type A Printer Plate;EGP 248.00;0.13;EGP 217.00;0 out of 5;(No ratings available);https://www.jumia.com.eg/generic-pvc-id-card-tray-plastic-card-printing-tray-for-epson-type-a-printer-plate-19717525.html;1 units left;Offer type: information not available;Seller Name: JG-QPmall, Score: 100%;Delivery Fees: EGP 132.73, Delivery Dates: 24 September, Ready Time: 10hrs 39mins;Pickup Fees: EGP 132.73, Pickup Dates: 24 September, Ready Time: 10hrs 39mins;Return Policy: Free return within the legal return period from 14 to 30 days, and if they meet the terms & conditions, with the need to report any apparent defect within 48 hours. For more details about return policy.Details, For more details: /return-policy-cp/
Licheers Cell Phone Stand, Angle Height Adjustable Foldable;EGP 1,193.60;0.5;EGP 596.80;0 out of 5;(No ratings available);https://www.jumia.com.eg/generic-licheers-cell-phone-stand-angle-height-adjustable-foldable-30916560.html;1 units left;Offer type: information not available;Seller Name: JG-liliann, Score: 74%;Delivery Fees: EGP 273.26, Delivery Dates: 24 September, Ready Time: 10hrs 39mins;Pickup Fees: EGP 273.26, Pickup Dates: 24 September, Ready Time: 10hrs 39mins;Return Policy: Free return within the legal return period from 14 to 30 days, and if they meet the terms & conditions, with the need to report any apparent defect within 48 hours. For more details about return policy.Details, For more details: /return-policy-cp/
Licheers Cell Phone Stand, Angle Height Adjustable;EGP 862.08;0.42;EGP 498.24;0 out of 5;(No ratings available);https://www.jumia.com.eg/generic-licheers-cell-phone-stand-angle-height-adjustable-33984945.html;1 units left;Offer type: information not available;Seller Name: JG-PandaHo, Score: 60%;Delivery Fees: EGP 236.79, Delivery Dates: 24 September, Ready Time: 10hrs 39mins;Pickup Fees: EGP 236.79, Pickup Dates: 24 September, Ready Time: 10hrs 39mins;Return Policy: Free return within the legal return period from 14 to 30 days, and if they meet the terms & conditions, with the need to report any apparent defect within 48 hours. For more details about return policy.Details, For more details: /return-policy-cp/
PCIe 8 Pin To 2 X 8 Pin (6+2) PCI Express Adapter;EGP 303.20;0.43;EGP 171.60;0 out of 5;(No ratings available);https://www.jumia.com.eg/generic-pcie-8-pin-to-2-x-8-pin-62-pci-express-adapter-37451163.html;2 units left;Offer type: information not available;Seller Name: JG-Papiuleli, Score: 60%;Delivery Fees: EGP 115.93, Delivery Dates: 24 September, Ready Time: 10hrs 39mins;Pickup Fees: EGP 115.93, Pickup Dates: 24 September, Ready Time: 10hrs 39mins;Return Policy: Free return within the legal return period from 14 to 30 days, and if they meet the terms & conditions, with the need to report any apparent defect within 48 hours. For more details about return policy.Details, For more details: /return-policy-cp/
PHANTEKS Combo Light Strip ARGB Neon Computer Case;EGP 1,795.20;0.5;EGP 897.60;0 out of 5;(No ratings available);https://www.jumia.com.eg/generic-phanteks-combo-light-strip-argb-neon-computer-case-30734379.html;1 units left;Offer type: information not available;Seller Name: JG-liliann, Score: 74%;Delivery Fees: EGP 384.55, Delivery Dates: 24 September, Ready Time: 10hrs 39mins;Pickup Fees: EGP 384.55, Pickup Dates: 24 September, Ready Time: 10hrs 39mins;Return Policy: Free return within the legal return period from 14 to 30 days, and if they meet the terms & conditions, with the need to report any apparent defect within 48 hours. For more details about return policy.Details, For more details: /return-policy-cp/
915 Generation for Raspberry Pi 4B Metal Casing with Cooling Fan Can Be;EGP 888.40;0.49;EGP 455.60;0 out of 5;(No ratings available);https://www.jumia.com.eg/915-generation-for-raspberry-pi-4b-metal-casing-with-cooling-fan-can-be-45767565.html;1 units left;Offer type: information not available;Seller Name: JG-tiny spots, Score: 74%;Delivery Fees: EGP 221.01, Delivery Dates: 24 September, Ready Time: 10hrs 39mins;Pickup Fees: EGP 221.01, Pickup Dates: 24 September, Ready Time: 10hrs 39mins;Return Policy: Free return within the legal return period from 14 to 30 days, and if they meet the terms & conditions, with the need to report any apparent defect within 48 hours. For more details about return policy.Details, For more details: /return-policy-cp/
915 Generation PCIe 8 Pin to 2 x 8 Pin (6+2) PCI Express Adapter Power;EGP 441.20;0.43;EGP 252.00;0 out of 5;(No ratings available);https://www.jumia.com.eg/915-generation-pcie-8-pin-to-2-x-8-pin-62-pci-express-adapter-power-42042355.html;4 units left;Offer type: information not available;Seller Name: JG-TeloyKi, Score: 100%;Delivery Fees: EGP 145.68, Delivery Dates: 24 September, Ready Time: 10hrs 39mins;Pickup Fees: EGP 145.68, Pickup Dates: 24 September, Ready Time: 10hrs 39mins;Return Policy: Free return within the legal return period from 14 to 30 days, and if they meet the terms & conditions, with the need to report any apparent defect within 48 hours. For more details about return policy.Details, For more details: /return-policy-cp/
M09 Mini ITX Computer Chassis HTPC Host USB2.0 Computer;EGP 5,361.60;0.35;EGP 3,459.20;0 out of 5;(No ratings available);https://www.jumia.com.eg/generic-m09-mini-itx-computer-chassis-htpc-host-usb2.0-computer-46090675.html;2 units left;Offer type: information not available;Seller Name: JG-kamit, Score: 46%;Delivery Fees: EGP 1,332.34, Delivery Dates: 24 September, Ready Time: 10hrs 39mins;Pickup Fees: EGP 1,332.34, Pickup Dates: 24 September, Ready Time: 10hrs 39mins;Return Policy: Free return within the legal return period from 14 to 30 days, and if they meet the terms & conditions, with the need to report any apparent defect within 48 hours. For more details about return policy.Details, For more details: /return-policy-cp/
915 Generation 3.5 Inch Protective Enclosure Case Support Dispaly Screen;EGP 496.00;0.49;EGP 254.40;0 out of 5;(No ratings available);https://www.jumia.com.eg/915-generation-3.5-inch-protective-enclosure-case-support-dispaly-screen-43386542.html;1 units left;Offer type: information not available;Seller Name: JG-tiny spots, Score: 74%;Delivery Fees: EGP 146.57, Delivery Dates: 24 September, Ready Time: 10hrs 39mins;Pickup Fees: EGP 146.57, Pickup Dates: 24 September, Ready Time: 10hrs 39mins;Return Policy: Free return within the legal return period from 14 to 30 days, and if they meet the terms & conditions, with the need to report any apparent defect within 48 hours. For more details about return policy.Details, For more details: /return-policy-cp/
915 Generation for Raspberry Pi 4B Metal Casing with Cooling Fan Can Be;EGP 829.60;0.44;EGP 460.80;0 out of 5;(No ratings available);https://www.jumia.com.eg/915-generation-for-raspberry-pi-4b-metal-casing-with-cooling-fan-can-be-45763922.html;2 units left;Offer type: information not available;Seller Name: JG-granel, Score: 60%;Delivery Fees: EGP 222.94, Delivery Dates: 24 September, Ready Time: 10hrs 39mins;Pickup Fees: EGP 222.94, Pickup Dates: 24 September, Ready Time: 10hrs 39mins;Return Policy: Free return within the legal return period from 14 to 30 days, and if they meet the terms & conditions, with the need to report any apparent defect within 48 hours. For more details about return policy.Details, For more details: /return-policy-cp/
Adjustable Holder Stand For Nintendo Switch Game;EGP 1,241.00;0.49;EGP 636.00;0 out of 5;(No ratings available);https://www.jumia.com.eg/generic-adjustable-holder-stand-for-nintendo-switch-game-44160596.html;2 units left;Offer type: information not available;Seller Name: JG-Sunnyshy, Score: 94%;Delivery Fees: EGP 287.76, Delivery Dates: 24 September, Ready Time: 10hrs 39mins;Pickup Fees: EGP 287.76, Pickup Dates: 24 September, Ready Time: 10hrs 39mins;Return Policy: Free return within the legal return period from 14 to 30 days, and if they meet the terms & conditions, with the need to report any apparent defect within 48 hours. For more details about return policy.Details, For more details: /return-policy-cp/
915 Generation PCIe 8 Pin to 2 x 8 Pin (6+2) PCI Express Adapter Power;EGP 464.80;0.46;EGP 251.20;0 out of 5;(No ratings available);https://www.jumia.com.eg/915-generation-pcie-8-pin-to-2-x-8-pin-62-pci-express-adapter-power-41675714.html;2 units left;Offer type: information not available;Seller Name: JG-Leisure, Score: 54%;Delivery Fees: EGP 145.38, Delivery Dates: 24 September, Ready Time: 10hrs 39mins;Pickup Fees: EGP 145.38, Pickup Dates: 24 September, Ready Time: 10hrs 39mins;Return Policy: Free return within the legal return period from 14 to 30 days, and if they meet the terms & conditions, with the need to report any apparent defect within 48 hours. For more details about return policy.Details, For more details: /return-policy-cp/
PCIe 8 Pin to 2 x 8 Pin (6+2) PCI Express Adapter Power;EGP 297.20;0.44;EGP 165.20;0 out of 5;(No ratings available);https://www.jumia.com.eg/generic-pcie-8-pin-to-2-x-8-pin-62-pci-express-adapter-power-36796664.html;1 units left;Offer type: information not available;Seller Name: JG-granel, Score: 60%;Delivery Fees: EGP 113.56, Delivery Dates: 24 September, Ready Time: 10hrs 39mins;Pickup Fees: EGP 113.56, Pickup Dates: 24 September, Ready Time: 10hrs 39mins;Return Policy: Free return within the legal return period from 14 to 30 days, and if they meet the terms & conditions, with the need to report any apparent defect within 48 hours. For more details about return policy.Details, For more details: /return-policy-cp/
Built-In Speakers for Lenovo ThinkPad T430 T430I;EGP 432.00;0.35;EGP 278.80;0 out of 5;(No ratings available);https://www.jumia.com.eg/generic-built-in-speakers-for-lenovo-thinkpad-t430-t430i-35162148.html;1 units left;Offer type: information not available;Seller Name: JG-natashy, Score: 74%;Delivery Fees: EGP 155.60, Delivery Dates: 24 September, Ready Time: 10hrs 39mins;Pickup Fees: EGP 155.60, Pickup Dates: 24 September, Ready Time: 10hrs 39mins;Return Policy: Free return within the legal return period from 14 to 30 days, and if they meet the terms & conditions, with the need to report any apparent defect within 48 hours. For more details about return policy.Details, For more details: /return-policy-cp/
PHANTEKS Combo Light Strip ARGB Neon Computer Case;EGP 1,431.20;0.35;EGP 923.60;0 out of 5;(No ratings available);https://www.jumia.com.eg/generic-phanteks-combo-light-strip-argb-neon-computer-case-35841817.html;1 units left;Offer type: information not available;Seller Name: JG-PandaHo, Score: 60%;Delivery Fees: EGP 394.17, Delivery Dates: 24 September, Ready Time: 10hrs 39mins;Pickup Fees: EGP 394.17, Pickup Dates: 24 September, Ready Time: 10hrs 39mins;Return Policy: Free return within the legal return period from 14 to 30 days, and if they meet the terms & conditions, with the need to report any apparent defect within 48 hours. For more details about return policy.Details, For more details: /return-policy-cp/
DX01 Thin Mini ITX Desktop Computer Chassis Thin Half;EGP 2,380.80;0.35;EGP 1,536.00;0 out of 5;(No ratings available);https://www.jumia.com.eg/generic-dx01-thin-mini-itx-desktop-computer-chassis-thin-half-46109548.html;1 units left;Offer type: information not available;Seller Name: JG-loyafo, Score: 54%;Delivery Fees: EGP 620.76, Delivery Dates: 24 September, Ready Time: 10hrs 39mins;Pickup Fees: EGP 620.76, Pickup Dates: 24 September, Ready Time: 10hrs 39mins;Return Policy: Free return within the legal return period from 14 to 30 days, and if they meet the terms & conditions, with the need to report any apparent defect within 48 hours. For more details about return policy.Details, For more details: /return-policy-cp/
915 Generation USB 20 30 Port Chassis PC Computer Case Audio Front Panel Rep Cable 70cm;EGP 288.96;0.47;EGP 152.96;0 out of 5;(No ratings available);https://www.jumia.com.eg/915-generation-usb-20-30-port-chassis-pc-computer-case-audio-front-panel-rep-cable-70cm-46709012.html;1 units left;Offer type: information not available;Seller Name: JG-Papating, Score: 66%;Delivery Fees: EGP 109.04, Delivery Dates: 24 September, Ready Time: 10hrs 39mins;Pickup Fees: EGP 109.04, Pickup Dates: 24 September, Ready Time: 10hrs 39mins;Return Policy: Free return within the legal return period from 14 to 30 days, and if they meet the terms & conditions, with the need to report any apparent defect within 48 hours. For more details about return policy.Details, For more details: /return-policy-cp/
PCIe 8 Pin to 2 x 8 Pin (6+2) PCI Express Adapter Power;EGP 455.60;0.44;EGP 253.20;0 out of 5;(No ratings available);https://www.jumia.com.eg/generic-pcie-8-pin-to-2-x-8-pin-62-pci-express-adapter-power-38141745.html;8 units left;Offer type: information not available;Seller Name: JG-granel, Score: 60%;Delivery Fees: EGP 146.12, Delivery Dates: 24 September, Ready Time: 10hrs 39mins;Pickup Fees: EGP 146.12, Pickup Dates: 24 September, Ready Time: 10hrs 39mins;Return Policy: Free return within the legal return period from 14 to 30 days, and if they meet the terms & conditions, with the need to report any apparent defect within 48 hours. For more details about return policy.Details, For more details: /return-policy-cp/
M09 Mini ITX Computer Chassis HTPC Host USB2.0 Computer;EGP 4,273.92;0.35;EGP 2,757.44;0 out of 5;(No ratings available);https://www.jumia.com.eg/generic-m09-mini-itx-computer-chassis-htpc-host-usb2.0-computer-46362061.html;2 units left;Offer type: information not available;Seller Name: JG-PandaHo, Score: 60%;Delivery Fees: EGP 1,072.69, Delivery Dates: 24 September, Ready Time: 10hrs 39mins;Pickup Fees: EGP 1,072.69, Pickup Dates: 24 September, Ready Time: 10hrs 39mins;Return Policy: Free return within the legal return period from 14 to 30 days, and if they meet the terms & conditions, with the need to report any apparent defect within 48 hours. For more details about return policy.Details, For more details: /return-policy-cp/
USB 2.0+ 3.0 Port Chassis PC Computer Front Panel Replace Cable 70cm;EGP 359.00;0.49;EGP 184.00;0 out of 5;(No ratings available);https://www.jumia.com.eg/generic-usb-2.0-3.0-port-chassis-pc-computer-front-panel-replace-cable-70cm-38403093.html;1 units left;Offer type: information not available;Seller Name: JG-Encantador, Score: 54%;Delivery Fees: EGP 120.52, Delivery Dates: 24 September, Ready Time: 10hrs 39mins;Pickup Fees: EGP 120.52, Pickup Dates: 24 September, Ready Time: 10hrs 39mins;Return Policy: Free return within the legal return period from 14 to 30 days, and if they meet the terms & conditions, with the need to report any apparent defect within 48 hours. For more details about return policy.Details, For more details: /return-policy-cp/
New For IBM Lenovo G570 G570A G575 LCD Hinge Set;EGP 332.80;0.47;EGP 175.04;0 out of 5;(No ratings available);https://www.jumia.com.eg/generic-new-for-ibm-lenovo-g570-g570a-g575-lcd-hinge-set-36675816.html;1 units left;Offer type: information not available;Seller Name: JG-maneyuv, Score: 66%;Delivery Fees: EGP 117.20, Delivery Dates: 24 September, Ready Time: 10hrs 39mins;Pickup Fees: EGP 117.20, Pickup Dates: 24 September, Ready Time: 10hrs 39mins;Return Policy: Free return within the legal return period from 14 to 30 days, and if they meet the terms & conditions, with the need to report any apparent defect within 48 hours. For more details about return policy.Details, For more details: /return-policy-cp/
PCIe 8 Pin to 2 x 8 Pin (6+2) PCI Express Adapter Power;EGP 266.40;0.35;EGP 172.00;0 out of 5;(No ratings available);https://www.jumia.com.eg/generic-pcie-8-pin-to-2-x-8-pin-62-pci-express-adapter-power-36361645.html;4 units left;Offer type: information not available;Seller Name: JG-ZLeternity, Score: 54%;Delivery Fees: EGP 116.08, Delivery Dates: 24 September, Ready Time: 10hrs 39mins;Pickup Fees: EGP 116.08, Pickup Dates: 24 September, Ready Time: 10hrs 39mins;Return Policy: Free return within the legal return period from 14 to 30 days, and if they meet the terms & conditions, with the need to report any apparent defect within 48 hours. For more details about return policy.Details, For more details: /return-policy-cp/
For Raspberry Pi 4 Aluminum Alloy Case CNC;EGP 755.20;0.47;EGP 397.44;0 out of 5;(No ratings available);https://www.jumia.com.eg/generic-for-raspberry-pi-4-aluminum-alloy-case-cnc-36560611.html;4 units left;Offer type: information not available;Seller Name: JG-maneyuv, Score: 66%;Delivery Fees: EGP 199.49, Delivery Dates: 24 September, Ready Time: 10hrs 39mins;Pickup Fees: EGP 199.49, Pickup Dates: 24 September, Ready Time: 10hrs 39mins;Return Policy: Free return within the legal return period from 14 to 30 days, and if they meet the terms & conditions, with the need to report any apparent defect within 48 hours. For more details about return policy.Details, For more details: /return-policy-cp/
Built-In Speakers for Lenovo ThinkPad T430 T430I;EGP 432.00;0.35;EGP 278.80;0 out of 5;(No ratings available);https://www.jumia.com.eg/generic-built-in-speakers-for-lenovo-thinkpad-t430-t430i-35800494.html;3 units left;Offer type: information not available;Seller Name: JG-LCfang, Score: 60%;Delivery Fees: EGP 155.60, Delivery Dates: 24 September, Ready Time: 10hrs 38mins;Pickup Fees: EGP 155.60, Pickup Dates: 24 September, Ready Time: 10hrs 38mins;Return Policy: Free return within the legal return period from 14 to 30 days, and if they meet the terms & conditions, with the need to report any apparent defect within 48 hours. For more details about return policy.Details, For more details: /return-policy-cp/
Licheers Cell Phone Stand, Angle Height Adjustable ;EGP 960.80;0.35;EGP 620.00;0 out of 5;(No ratings available);https://www.jumia.com.eg/generic-licheers-cell-phone-stand-angle-height-adjustable-36410858.html;1 units left;Offer type: information not available;Seller Name: JG-PandaHo, Score: 60%;Delivery Fees: EGP 281.84, Delivery Dates: 24 September, Ready Time: 10hrs 38mins;Pickup Fees: EGP 281.84, Pickup Dates: 24 September, Ready Time: 10hrs 38mins;Return Policy: Free return within the legal return period from 14 to 30 days, and if they meet the terms & conditions, with the need to report any apparent defect within 48 hours. For more details about return policy.Details, For more details: /return-policy-cp/
DX01 Mini ITX Desktop Computer Chassis Thin Half Height;EGP 2,160.00;0.35;EGP 1,393.60;0 out of 5;(No ratings available);https://www.jumia.com.eg/generic-dx01-mini-itx-desktop-computer-chassis-thin-half-height-46102453.html;2 units left;Offer type: information not available;Seller Name: JG-loyafo, Score: 54%;Delivery Fees: EGP 568.07, Delivery Dates: 24 September, Ready Time: 10hrs 38mins;Pickup Fees: EGP 568.07, Pickup Dates: 24 September, Ready Time: 10hrs 38mins;Return Policy: Free return within the legal return period from 14 to 30 days, and if they meet the terms & conditions, with the need to report any apparent defect within 48 hours. For more details about return policy.Details, For more details: /return-policy-cp/
M09 HTPC Host Mini ITX Computer Chassis DC Power Supply;EGP 2,659.60;0.35;EGP 1,716.00;0 out of 5;(No ratings available);https://www.jumia.com.eg/generic-m09-htpc-host-mini-itx-computer-chassis-dc-power-supply-46106820.html;1 units left;Offer type: information not available;Seller Name: JG-loyafo, Score: 54%;Delivery Fees: EGP 687.36, Delivery Dates: 24 September, Ready Time: 10hrs 38mins;Pickup Fees: EGP 687.36, Pickup Dates: 24 September, Ready Time: 10hrs 38mins;Return Policy: Free return within the legal return period from 14 to 30 days, and if they meet the terms & conditions, with the need to report any apparent defect within 48 hours. For more details about return policy.Details, For more details: /return-policy-cp/
M09 HTPC Mini ITX Computer Chassis DC Power Supply;EGP 2,926.80;0.35;EGP 1,888.40;0 out of 5;(No ratings available);https://www.jumia.com.eg/generic-m09-htpc-mini-itx-computer-chassis-dc-power-supply-46108337.html;4 units left;Offer type: information not available;Seller Name: JG-loyafo, Score: 54%;Delivery Fees: EGP 751.15, Delivery Dates: 24 September, Ready Time: 10hrs 38mins;Pickup Fees: EGP 751.15, Pickup Dates: 24 September, Ready Time: 10hrs 38mins;Return Policy: Free return within the legal return period from 14 to 30 days, and if they meet the terms & conditions, with the need to report any apparent defect within 48 hours. For more details about return policy.Details, For more details: /return-policy-cp/
915 Generation For Raspberry Pi Zero/W/Wh Abs Plastic Shell Fixed;EGP 260.80;0.47;EGP 137.20;0 out of 5;(No ratings available);https://www.jumia.com.eg/915-generation-for-raspberry-pi-zerowwh-abs-plastic-shell-fixed-43031794.html;2 units left;Offer type: information not available;Seller Name: JG-spring rain, Score: 74%;Delivery Fees: EGP 103.20, Delivery Dates: 24 September, Ready Time: 10hrs 38mins;Pickup Fees: EGP 103.20, Pickup Dates: 24 September, Ready Time: 10hrs 38mins;Return Policy: Free return within the legal return period from 14 to 30 days, and if they meet the terms & conditions, with the need to report any apparent defect within 48 hours. For more details about return policy.Details, For more details: /return-policy-cp/
Built-in Speaker for Lenovo Thinkpad T580 Laptop Left and;EGP 1,468.80;0.44;EGP 816.00;0 out of 5;(No ratings available);https://www.jumia.com.eg/generic-built-in-speaker-for-lenovo-thinkpad-t580-laptop-left-and-38265734.html;2 units left;Offer type: information not available;Seller Name: JG-granel, Score: 60%;Delivery Fees: EGP 354.36, Delivery Dates: 24 September, Ready Time: 10hrs 38mins;Pickup Fees: EGP 354.36, Pickup Dates: 24 September, Ready Time: 10hrs 38mins;Return Policy: Free return within the legal return period from 14 to 30 days, and if they meet the terms & conditions, with the need to report any apparent defect within 48 hours. For more details about return policy.Details, For more details: /return-policy-cp/
USB 2.0+ 3.0 Port Chassis PC Computer Case Audio Front;EGP 283.60;0.35;EGP 183.20;0 out of 5;(No ratings available);https://www.jumia.com.eg/generic-usb-2.0-3.0-port-chassis-pc-computer-case-audio-front-35354023.html;3 units left;Offer type: information not available;Seller Name: JG-loyafo, Score: 54%;Delivery Fees: EGP 120.22, Delivery Dates: 24 September, Ready Time: 10hrs 38mins;Pickup Fees: EGP 120.22, Pickup Dates: 24 September, Ready Time: 10hrs 38mins;Return Policy: Free return within the legal return period from 14 to 30 days, and if they meet the terms & conditions, with the need to report any apparent defect within 48 hours. For more details about return policy.Details, For more details: /return-policy-cp/
for Raspberry Pi 4 Aluminum Case with Cooling Fan Metal Shell Enclosure for RPI Raspberry Pi 4 Model B(Black);EGP 860.00;0.47;EGP 455.00;0 out of 5;(No ratings available);https://www.jumia.com.eg/generic-for-raspberry-pi-4-aluminum-case-with-cooling-fan-metal-shell-enclosure-for-rpi-raspberry-pi-4-model-bblack-43215328.html;4 units left;Offer type: information not available;Seller Name: JG-Freesh, Score: 74%;Delivery Fees: EGP 220.79, Delivery Dates: 24 September, Ready Time: 10hrs 38mins;Pickup Fees: EGP 220.79, Pickup Dates: 24 September, Ready Time: 10hrs 38mins;Return Policy: Free return within the legal return period from 14 to 30 days, and if they meet the terms & conditions, with the need to report any apparent defect within 48 hours. For more details about return policy.Details, For more details: /return-policy-cp/
915 Generation New For IBM Lenovo G570 G570A G575 LCD Hinge Set;EGP 326.08;0.47;EGP 172.48;0 out of 5;(No ratings available);https://www.jumia.com.eg/915-generation-new-for-ibm-lenovo-g570-g570a-g575-lcd-hinge-set-43864226.html;2 units left;Offer type: information not available;Seller Name: JG-CyanHi, Score: 66%;Delivery Fees: EGP 116.26, Delivery Dates: 24 September, Ready Time: 10hrs 38mins;Pickup Fees: EGP 116.26, Pickup Dates: 24 September, Ready Time: 10hrs 38mins;Return Policy: Free return within the legal return period from 14 to 30 days, and if they meet the terms & conditions, with the need to report any apparent defect within 48 hours. For more details about return policy.Details, For more details: /return-policy-cp/
Licheers Cell Phone Stand, Angle Height;EGP 1,141.60;0.44;EGP 637.20;0 out of 5;(No ratings available);https://www.jumia.com.eg/generic-licheers-cell-phone-stand-angle-height-37437313.html;1 units left;Offer type: information not available;Seller Name: JG-Papiuleli, Score: 60%;Delivery Fees: EGP 288.20, Delivery Dates: 24 September, Ready Time: 10hrs 38mins;Pickup Fees: EGP 288.20, Pickup Dates: 24 September, Ready Time: 10hrs 38mins;Return Policy: Free return within the legal return period from 14 to 30 days, and if they meet the terms & conditions, with the need to report any apparent defect within 48 hours. For more details about return policy.Details, For more details: /return-policy-cp/
915 Generation for Raspberry Pi 4B Metal Casing with Cooling Fan Can Be;EGP 803.60;0.43;EGP 459.20;0 out of 5;(No ratings available);https://www.jumia.com.eg/915-generation-for-raspberry-pi-4b-metal-casing-with-cooling-fan-can-be-45807821.html;4 units left;Offer type: information not available;Seller Name: JG-TeloyKi, Score: 100%;Delivery Fees: EGP 222.34, Delivery Dates: 24 September, Ready Time: 10hrs 38mins;Pickup Fees: EGP 222.34, Pickup Dates: 24 September, Ready Time: 10hrs 38mins;Return Policy: Free return within the legal return period from 14 to 30 days, and if they meet the terms & conditions, with the need to report any apparent defect within 48 hours. For more details about return policy.Details, For more details: /return-policy-cp/
PCIe 8 Pin to 2 x 8 Pin (6+2) PCI Express Adapter Power;EGP 266.40;0.35;EGP 172.00;0 out of 5;(No ratings available);https://www.jumia.com.eg/generic-pcie-8-pin-to-2-x-8-pin-62-pci-express-adapter-power-35434717.html;2 units left;Offer type: information not available;Seller Name: JG-loyafo, Score: 54%;Delivery Fees: EGP 116.08, Delivery Dates: 24 September, Ready Time: 10hrs 38mins;Pickup Fees: EGP 116.08, Pickup Dates: 24 September, Ready Time: 10hrs 38mins;Return Policy: Free return within the legal return period from 14 to 30 days, and if they meet the terms & conditions, with the need to report any apparent defect within 48 hours. For more details about return policy.Details, For more details: /return-policy-cp/
